Cycle,NO.1,NO.2,NO.3,NO.4,NO.5,NO.6,NO.7,NO.8,NO.9,NO.10,NO.11,NO.12,NO.13,NO.14,NO.15,NO.16,NO.17,NO.18,NO.19,NO.20,NO.21,NO.22,NO.23,NO.24,NO.25,NO.26,NO.27,NO.28,NO.29,NO.30,NO.31,NO.32,NO.33,NO.34,NO.35,NO.36,NO.37,NO.38,NO.39,NO.40,NO.41,NO.42,NO.43,NO.44,NO.45,NO.46,NO.47,NO.48,NO.49,NO.50,NO.51,NO.52,NO.53,NO.54,NO.55,NO.56,NO.57,NO.58,NO.59,NO.60,NO.61,NO.62,NO.63,NO.64,NO.65,NO.66,NO.67,NO.68,NO.69,NO.70,NO.71,NO.72,NO.73,NO.74,NO.75,NO.76,NO.77,NO.78,NO.79
1097,1.037203106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983786425,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.024137566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011051262,0.946974934,NA,NA,NA,NA,NA,NA,1.029367004
1098,1.037153159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983447984,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.024009512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.010933354,0.946480438,NA,NA,NA,NA,NA,NA,1.029300681
1099,1.037103158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983108471,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.023881066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.010814928,0.945983864,NA,NA,NA,NA,NA,NA,1.029234129
1100,1.037053104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982767883,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.023752229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.010695983,0.945485204,NA,NA,NA,NA,NA,NA,1.029167346
1101,1.037002994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982426218,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.023622998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.010576516,0.944984454,NA,NA,NA,NA,NA,NA,1.029100332
1102,1.036952831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982083473,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.023493372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.010456526,0.944481608,NA,NA,NA,NA,NA,NA,1.029033085
1103,1.036902612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981739646,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.023363351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01033601,0.943976657,NA,NA,NA,NA,NA,NA,1.028965605
1104,1.036852337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981394735,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.023232933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.010214967,0.943469598,NA,NA,NA,NA,NA,NA,1.02889789
1105,1.036802007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981048737,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.023102116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.010093393,0.942960422,NA,NA,NA,NA,NA,NA,1.028829939
1106,1.036751621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.980701649,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0229709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.009971288,0.942449125,NA,NA,NA,NA,NA,NA,1.028761751
1107,1.036701179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98035347,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.022839283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.009848648,0.9419357,NA,NA,NA,NA,NA,NA,1.028693326
1108,1.036650679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.980004196,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.022707264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.009725473,0.94142014,NA,NA,NA,NA,NA,NA,1.028624661
1109,1.036600123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.979653826,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.022574842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00960176,0.94090244,NA,NA,NA,NA,NA,NA,1.028555755
1110,1.036549508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.979302357,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.022442015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.009477506,0.940382592,NA,NA,NA,NA,NA,NA,1.028486609
1111,1.036498836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.978949786,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.022308783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00935271,0.939860592,NA,NA,NA,NA,NA,NA,1.02841722
1112,1.036448106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.978596112,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.022175143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00922737,0.939336432,NA,NA,NA,NA,NA,NA,1.028347587
1113,1.036397317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.978241331,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.022041096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.009101483,0.938810107,NA,NA,NA,NA,NA,NA,1.028277709
1114,1.03634647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.977885441,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.021906639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.008975047,0.938281609,NA,NA,NA,NA,NA,NA,1.028207586
1115,1.036295563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.977528441,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.021771771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.008848061,0.937750933,NA,NA,NA,NA,NA,NA,1.028137216
1116,1.036244596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.977170326,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.021636491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.008720521,0.937218072,NA,NA,NA,NA,NA,NA,1.028066598
1117,1.036193569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976811095,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.021500798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.008592427,0.93668302,NA,NA,NA,NA,NA,NA,1.02799573
1118,1.036142482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976450746,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.021364691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.008463776,0.936145771,NA,NA,NA,NA,NA,NA,1.027924612
1119,1.036091334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976089276,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.021228168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.008334565,0.935606319,NA,NA,NA,NA,NA,NA,1.027853243
1120,1.036040125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.975726682,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.021091227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.008204793,0.935064656,NA,NA,NA,NA,NA,NA,1.027781621
1121,1.035988854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.975362962,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.020953869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.008074458,0.934520777,NA,NA,NA,NA,NA,NA,1.027709745
1122,1.035937521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974998114,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.020816091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.007943557,0.933974675,NA,NA,NA,NA,NA,NA,1.027637614
1123,1.035886127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974632135,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.020677892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.007812088,0.933426344,NA,NA,NA,NA,NA,NA,1.027565227
1124,1.035834669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974265022,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.020539271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.007680049,0.932875777,NA,NA,NA,NA,NA,NA,1.027492584
1125,1.035783149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973896774,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.020400226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.007547438,0.932322968,NA,NA,NA,NA,NA,NA,1.027419681
1126,1.035731565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973527388,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.020260757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.007414253,0.931767912,NA,NA,NA,NA,NA,NA,1.02734652
1127,1.035679918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97315686,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.020120862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.007280492,0.9312106,NA,NA,NA,NA,NA,NA,1.027273097
1128,1.035628206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97278519,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01998054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.007146152,0.930651027,NA,NA,NA,NA,NA,NA,1.027199413
1129,1.03557643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.972412374,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.019839789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.007011231,0.930089187,NA,NA,NA,NA,NA,NA,1.027125466
1130,1.035524589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.972038409,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.019698609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.006875727,0.929525072,NA,NA,NA,NA,NA,NA,1.027051255
1131,1.035472683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971663294,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.019556997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.006739639,0.928958677,NA,NA,NA,NA,NA,NA,1.026976779
1132,1.035420711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971287026,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.019414953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.006602963,0.928389995,NA,NA,NA,NA,NA,NA,1.026902036
1133,1.035368673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970909602,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.019272476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.006465697,0.92781902,NA,NA,NA,NA,NA,NA,1.026827026
1134,1.035316569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970531019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.019129563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.006327841,0.927245744,NA,NA,NA,NA,NA,NA,1.026751747
1135,1.035264398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970151277,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018986215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00618939,0.926670163,NA,NA,NA,NA,NA,NA,1.026676198
1136,1.03521216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969770371,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018842429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.006050343,0.926092268,NA,NA,NA,NA,NA,NA,1.026600378
1137,1.035159855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969388299,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018698204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.005910699,0.925512054,NA,NA,NA,NA,NA,NA,1.026524285
1138,1.035107481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969005059,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018553539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.005770454,0.924929514,NA,NA,NA,NA,NA,NA,1.02644792
1139,1.03505504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968620649,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018408432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.005629606,0.924344642,NA,NA,NA,NA,NA,NA,1.026371279
1140,1.035002529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968235065,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018262883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.005488154,0.923757431,NA,NA,NA,NA,NA,NA,1.026294363
1141,1.03494995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967848305,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01811689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.005346095,0.923167874,NA,NA,NA,NA,NA,NA,1.02621717
1142,1.034897301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967460368,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.017970452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.005203426,0.922575965,NA,NA,NA,NA,NA,NA,1.026139699
1143,1.034844583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96707125,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.017823566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.005060146,0.921981698,NA,NA,NA,NA,NA,NA,1.026061949
1144,1.034791794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966680948,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.017676234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.004916253,0.921385065,NA,NA,NA,NA,NA,NA,1.025983917
1145,1.034738934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.966289461,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.017528451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.004771744,0.920786061,NA,NA,NA,NA,NA,NA,1.025905605
1146,1.034686004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965896785,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.017380219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.004626616,0.920184678,NA,NA,NA,NA,NA,NA,1.025827009
1147,1.034633002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965502919,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.017231534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.004480869,0.91958091,NA,NA,NA,NA,NA,NA,1.025748129
1148,1.034579928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965107859,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.017082396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.004334499,0.918974751,NA,NA,NA,NA,NA,NA,1.025668964
